Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
HHD,Households,Carbon dioxide equivalents,2024.09,2126,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2010.03,27,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2010.06,27,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2010.09,27,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2010.12,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2011.03,29,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2011.06,29,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2011.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2011.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2012.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2012.06,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2012.09,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2012.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2013.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2013.06,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2013.09,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2013.12,32,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2014.03,32,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2014.06,32,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2014.09,32,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2014.12,33,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2015.03,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2015.06,33,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2015.09,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2015.12,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2016.03,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2016.06,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2016.09,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2016.12,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2017.03,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2017.06,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2017.09,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2017.12,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2018.03,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2018.06,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2018.09,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2018.12,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2019.03,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2019.06,33,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2019.09,32,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2019.12,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2020.03,33,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2020.06,27,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2020.09,32,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2020.12,33,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2021.03,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2021.06,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2021.09,27,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2021.12,29,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2022.03,29,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2022.06,29,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2022.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2022.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2023.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2023.06,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2023.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2023.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2024.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2024.06,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2024.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2010.03,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2010.06,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2010.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2010.12,29,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2011.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2011.06,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2011.09,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2011.12,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2012.03,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2012.06,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2012.09,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2012.12,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2013.03,26,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2013.06,27,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2013.09,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2013.12,27,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2014.03,26,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2014.06,26,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2014.09,26,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2014.12,26,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2015.03,25,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2015.06,26,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2015.09,25,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2015.12,25,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2016.03,25,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2016.06,25,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2016.09,25,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2016.12,24,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2017.03,23,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2017.06,23,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2017.09,22,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2017.12,21,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2018.03,22,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2018.06,21,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2018.09,21,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2018.12,20,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2019.03,19,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2019.06,20,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2019.09,20,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2019.12,20,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2020.03,19,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2020.06,16,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2020.09,20,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2020.12,20,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2021.03,18,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2021.06,20,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2021.09,18,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2021.12,17,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2022.03,17,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2022.06,18,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2022.09,19,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2022.12,18,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2023.03,17,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2023.06,18,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2023.09,18,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2023.12,17,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2024.03,17,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2024.06,18,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2024.09,18,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2010.03,1455,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2010.06,1437,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2010.09,1540,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2010.12,1589,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2011.03,1574,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2011.06,1477,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2011.09,1511,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2011.12,1474,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2012.03,1510,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2012.06,1436,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2012.09,1466,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2012.12,1525,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2013.03,1509,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2013.06,1472,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2013.09,1481,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2013.12,1548,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2014.03,1522,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2014.06,1412,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2014.09,1548,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2014.12,1529,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2015.03,1608,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2015.06,1536,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2015.09,1573,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2015.12,1616,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2016.03,1604,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2016.06,1513,Actual,Kilotonnes,Carbon dioxide equivalents
